vehicle_id,vehicle_model,vehicle_age_years,total_km_driven,battery_health_percent,state_of_charge_percent,charging_cycles,temperature_avg,fault_code,failure_type,remaining_useful_life,component_health_score,component_name,maintenance_type,last_service_date,service_count,repair_cost,downtime_hours,maintenance_priority,next_service_due,vehicle_risk_score,maintenance_overdue_flag,downtime_category,motor_vibration,power_consumption,brake_pad_wear,route_roughness,failure_probability,days_since_service
EV_2200,Hyundai Ioniq 5,1.4,22262,93.0706,5.6875,197,51.9802,P1_BMS_FAULT,Battery Management System Fault,259.4198,83.1502,Battery Pack,Battery Inspection,2025-05-17,2,17368.0,15.0,Low,2027-01-04,13.0,True,Medium,0.4649,21.8085,0.2124,0.1554,0,425
EV_2201,Ola S1 Pro,4.8,89129,57.6676,80.5076,198,45.5487,NONE,No Failure,249.7817,85.7182,Battery Pack,Battery Replacement,2026-05-09,8,56562.0,127.0,Medium,2026-10-12,26.08,False,High,1.1831,23.4826,0.1952,0.2813,0,68
EV_2202,MG ZS EV,5.9,250782,54.3966,86.751,572,39.3251,NONE,No Failure,44.3391,88.1444,Battery Pack,Battery Replacement,2026-06-11,13,120458.0,189.0,High,2026-08-06,43.47,True,High,0.3953,24.0825,0.1851,0.787,0,35
EV_2203,BYD Atto 3,0.6,14788,96.581,91.9569,671,37.6849,NONE,No Failure,276.5652,0.6256,Charging System,Charging System Repair,2025-04-28,1,16939.0,15.0,Low,2026-11-04,5.39,True,Medium,0.2117,28.4171,0.2919,0.1192,0,444
EV_2204,Hyundai Kona Electric,0.5,16622,90.2073,87.7078,119,41.883,NONE,No Failure,252.6095,93.4755,Software,Software Update,2025-11-16,1,3456.0,7.0,Low,2026-12-06,30.45,True,Low,0.2426,20.4343,0.2717,0.2845,1,242
EV_2205,Tata Nexon EV,1.4,40531,99.6613,88.7176,119,41.1547,NONE,No Failure,272.6243,88.282,Software,Software Update,2025-04-28,3,2736.0,3.0,Low,2027-01-06,6.68,True,Low,0.2325,66.3205,0.2756,0.2951,0,444
EV_2206,Kia EV6,1.0,27014,92.3055,19.4805,658,34.7367,NONE,No Failure,22.5255,88.5308,Software,Software Update,2025-05-23,3,9212.0,8.0,Medium,2026-10-09,27.38,True,Low,1.3117,20.1056,0.177,0.1171,0,419
EV_2207,Ather 450X,1.6,49531,97.9537,99.6197,193,43.2394,NONE,No Failure,214.2645,84.9774,Electronics,Preventive Maintenance,2025-07-06,4,7543.0,7.0,Low,2026-12-05,12.89,True,Low,0.2125,28.7073,0.1242,0.28,0,375
EV_2208,Tata Nexon EV,1.7,35049,91.0393,92.2082,118,37.6915,P0_MOTOR_FAILURE,Motor Drive Failure,212.8028,84.0586,Battery Pack,Battery Replacement,2025-11-16,4,133641.0,78.0,Medium,2026-08-24,13.53,True,High,1.9742,21.178,0.2036,0.8091,0,242
EV_2209,Kia EV6,0.6,26795,98.1807,98.1376,140,43.9,P2_THERMAL_WARNING,Thermal Management Issue,296.0908,98.4621,Brake System,Brake Service,2025-07-07,1,12703.0,5.0,Low,2026-11-22,25.15,True,Low,0.4226,27.0552,0.8649,0.2674,1,374
EV_2210,Tata Nexon EV,5.8,229386,46.8546,1.7059,127,39.1006,NONE,No Failure,201.6644,26.6973,Battery Pack,Battery Replacement,2026-03-29,9,246044.0,208.0,High,2026-08-11,32.45,True,High,1.8289,20.3527,0.2997,0.207,0,109
EV_2211,BYD Atto 3,2.4,89396,96.3806,85.6428,569,32.9114,NONE,No Failure,270.1267,71.016,Electronics,Preventive Maintenance,2026-04-12,6,7068.0,11.0,Low,2026-12-04,26.45,False,Low,0.4842,61.6946,0.2559,0.27,1,95
EV_2212,Kia EV6,2.7,78470,94.1827,83.908,591,45.6832,NONE,No Failure,214.1168,97.7294,Brake System,Brake Service,2026-06-11,5,11834.0,6.0,Low,2026-11-15,15.92,False,Low,0.3915,27.6085,0.8238,0.1234,0,35
EV_2213,Hyundai Kona Electric,0.6,11752,99.0246,96.9789,597,35.2484,NONE,No Failure,213.1509,99.9702,Software,Software Update,2026-01-04,1,3951.0,6.0,Low,2026-11-14,9.21,True,Low,1.0404,28.1992,0.1586,0.1008,0,193
EV_2214,Kia EV6,0.9,38358,97.0426,87.1843,191,34.5628,NONE,No Failure,235.5904,90.6294,Brake System,Brake Service,2025-09-06,1,11539.0,11.0,Low,2026-10-20,28.04,True,Low,0.2375,23.1534,0.7817,0.1445,1,313
EV_2215,Tata Tigor EV,1.7,42911,96.0629,98.8034,176,38.9521,P2_THERMAL_WARNING,Thermal Management Issue,269.9498,99.8956,Cooling System,Cooling System Repair,2025-11-28,5,9037.0,16.0,Low,2026-11-09,7.63,True,Medium,0.4463,22.8374,0.1581,0.9931,0,230
EV_2216,Tesla Model Y,4.4,72614,51.4937,99.0881,184,44.5965,P2_THERMAL_WARNING,Thermal Management Issue,278.1188,19.2707,Battery Pack,Battery Replacement,2026-06-20,10,170855.0,148.0,High,2026-08-11,24.86,False,High,0.4114,23.4404,0.9258,0.14,0,26
EV_2217,Tesla Model Y,1.3,32854,93.879,8.3676,156,64.6036,NONE,No Failure,292.5212,81.5135,Brake System,Brake Service,2025-10-13,4,5504.0,13.0,Low,2026-11-05,13.68,True,Medium,1.379,23.4028,0.858,0.1102,0,276
EV_2218,Hyundai Kona Electric,0.9,34950,95.3376,88.886,136,35.469,P2_THERMAL_WARNING,Thermal Management Issue,234.5846,95.2684,Cooling System,Cooling System Repair,2026-02-28,2,15168.0,47.0,Low,2027-01-12,8.91,False,Medium,0.3194,61.617,0.1605,0.2613,0,138
EV_2219,Ola S1 Pro,1.1,37049,96.738,90.9361,131,43.6443,NONE,No Failure,271.039,85.6727,Software,Software Update,2025-10-29,2,2819.0,7.0,Low,2026-10-22,8.12,True,Low,0.3559,22.743,0.1674,0.2683,0,260
EV_2220,Tesla Model Y,0.5,18763,96.3132,89.3752,143,41.7901,P2_THERMAL_WARNING,Thermal Management Issue,49.3554,99.4273,Cooling System,Cooling System Repair,2025-09-29,1,18117.0,15.0,Medium,2026-09-20,25.53,True,Medium,1.3592,21.8729,0.1391,0.2496,0,290
EV_2221,Hyundai Kona Electric,0.5,19405,99.7731,88.5871,103,37.2181,NONE,No Failure,205.2885,76.9696,Electronics,Preventive Maintenance,2025-09-06,1,12080.0,6.0,Low,2026-11-28,10.13,True,Low,0.2405,20.314,0.264,0.1676,0,313
EV_2222,BYD Atto 3,0.5,10679,98.9935,90.3012,125,42.9962,NONE,No Failure,287.1301,91.9531,Software,Software Update,2025-11-30,1,6396.0,5.0,Low,2026-12-28,5.27,True,Low,1.6327,27.3924,0.2971,0.151,0,228
EV_2223,Tata Nexon EV,0.5,21357,92.3219,91.7109,535,36.3358,NONE,No Failure,209.3601,16.772,Charging System,Charging System Repair,2025-12-02,1,39706.0,11.0,Low,2027-01-02,11.76,True,Low,0.3235,29.9591,0.2086,0.2007,0,226
EV_2224,BYD Atto 3,0.8,22512,93.4564,85.7697,149,37.1768,NONE,No Failure,211.3782,98.631,Software,Software Update,2025-08-22,2,4161.0,5.0,Low,2026-12-02,11.82,True,Low,0.437,69.6883,0.2453,0.2757,0,328
EV_2225,Tata Tigor EV,0.6,20502,95.9879,4.2045,660,40.3033,P2_THERMAL_WARNING,Thermal Management Issue,213.1534,91.3351,Brake System,Brake Service,2025-07-26,2,23571.0,4.0,Low,2026-12-10,11.64,True,Low,0.4126,23.4874,0.8888,0.9745,0,355
EV_2226,Mahindra XUV400 EV,2.9,43701,91.3307,81.7662,163,40.2678,NONE,No Failure,285.2578,23.108,Charging System,Charging System Repair,2026-01-10,7,9437.0,10.0,Low,2026-12-16,9.44,True,Low,0.4733,28.2651,0.2764,0.255,0,187
EV_2227,MG Comet EV,2.2,98562,91.8298,9.8516,677,43.1934,P1_BMS_FAULT,Battery Management System Fault,282.1283,90.4581,Battery Pack,Battery Inspection,2026-03-17,4,12563.0,8.0,Low,2026-11-30,9.69,False,Low,0.3171,29.4206,0.2613,0.144,0,121
EV_2228,MG Comet EV,0.5,11713,99.0299,99.0364,152,70.735,NONE,No Failure,296.4699,92.2633,Cooling System,Cooling System Repair,2025-11-26,1,40948.0,22.0,Low,2026-10-31,12.81,True,Medium,0.2628,21.723,0.1861,0.1763,0,232
EV_2229,Tesla Model S,6.1,102858,43.7361,87.2285,615,63.3911,NONE,No Failure,283.0918,75.5052,Battery Pack,Battery Replacement,2026-06-04,15,156365.0,200.0,High,2026-08-07,34.2,True,High,0.2945,22.9897,0.9967,0.2454,0,42
EV_2230,Hyundai Kona Electric,1.1,31623,90.3615,98.047,154,37.0135,NONE,No Failure,264.3329,81.7537,Electronics,Preventive Maintenance,2025-10-21,3,14200.0,5.0,Low,2026-11-05,8.6,True,Low,1.2318,26.5809,0.1058,0.2657,0,268
EV_2231,Mahindra XUV400 EV,1.2,22645,90.3521,90.0933,127,42.0294,NONE,No Failure,293.4059,84.8659,Electronics,Preventive Maintenance,2026-03-29,2,6775.0,12.0,Low,2026-11-25,7.79,False,Medium,0.4303,20.9014,0.2287,0.2787,0,109
EV_2232,Tesla Model 3,0.8,15656,98.1652,81.9146,154,42.1779,P1_BMS_FAULT,Battery Management System Fault,253.0954,77.0144,Battery Pack,Battery Inspection,2025-11-23,2,5500.0,12.0,Low,2026-12-09,8.43,True,Medium,0.4258,24.4247,0.1117,0.9788,0,235
EV_2233,Kia EV6,1.7,57746,92.5928,84.0787,187,41.6205,NONE,No Failure,274.9233,71.7023,Electronics,Preventive Maintenance,2026-04-01,5,12288.0,4.0,Low,2026-11-02,9.06,False,Low,0.3918,26.5784,0.1928,0.1995,0,106
EV_2234,MG ZS EV,0.8,21430,94.0114,91.9418,133,38.6107,P2_THERMAL_WARNING,Thermal Management Issue,234.801,99.2573,Cooling System,Cooling System Repair,2025-10-16,2,8060.0,24.0,Low,2026-11-06,10.13,True,Medium,0.3272,74.0773,0.2014,0.2108,0,273
EV_2235,BYD Atto 3,1.5,63983,98.0401,81.5409,123,40.6673,NONE,No Failure,268.7129,88.6612,Software,Software Update,2025-07-02,4,7883.0,7.0,Low,2026-12-28,7.45,True,Low,0.2407,21.7217,0.1114,0.178,0,379
EV_2236,BYD Seal,0.5,12287,92.2845,92.5107,162,46.9261,NONE,No Failure,243.822,70.6323,Electronics,Preventive Maintenance,2025-04-28,1,11801.0,4.0,Low,2026-11-17,32.07,True,Low,0.4358,25.6811,0.1592,0.2536,1,444
EV_2237,Hyundai Kona Electric,0.5,18393,99.7504,87.6532,124,43.7898,NONE,No Failure,21.4323,76.3866,Electronics,Preventive Maintenance,2025-11-17,1,13132.0,4.0,Medium,2026-08-27,27.43,True,Low,0.2619,26.3974,0.1031,0.8625,0,241
EV_2238,Tata Tigor EV,3.5,100915,90.792,87.8238,181,43.4386,NONE,No Failure,213.359,19.6756,Charging System,Charging System Repair,2026-06-17,9,23326.0,29.0,Low,2026-12-18,17.17,False,Medium,0.4931,20.8849,0.2794,0.1258,0,29
EV_2239,BYD Seal,5.9,205311,45.1723,7.6055,104,62.8165,NONE,No Failure,224.4697,82.8842,Battery Pack,Battery Replacement,2026-06-12,10,229101.0,172.0,High,2026-08-11,38.27,True,High,0.4612,66.2819,0.1293,0.8651,0,34
EV_2240,Tesla Model S,2.5,82477,91.0347,18.4659,117,37.03,P2_THERMAL_WARNING,Thermal Management Issue,213.7917,78.1568,Cooling System,Cooling System Repair,2026-05-24,4,12642.0,24.0,Medium,2026-10-04,34.09,False,Medium,0.4246,73.1425,0.2296,0.179,1,53
EV_2241,MG Comet EV,0.9,26265,96.4225,91.9201,102,42.959,NONE,No Failure,277.6677,12.0561,Charging System,Charging System Repair,2025-07-22,2,21899.0,26.0,Low,2026-12-22,7.24,True,Medium,0.4981,28.9815,0.2077,0.703,0,359
EV_2242,Tesla Model Y,5.3,230560,54.0516,93.0684,195,39.1425,P1_BMS_FAULT,Battery Management System Fault,290.2117,99.4796,Battery Pack,Battery Replacement,2026-03-17,14,74367.0,214.0,High,2026-08-15,22.4,True,High,0.2787,28.8041,0.1654,0.1439,0,121
EV_2243,BYD Seal,1.3,32866,91.0561,91.7136,144,44.4963,NONE,No Failure,15.525,17.7634,Charging System,Charging System Repair,2025-10-15,4,32540.0,16.0,Medium,2026-09-19,31.58,True,Medium,0.414,22.3789,0.1012,0.2463,0,274
EV_2244,BYD Seal,5.3,107680,47.5532,83.1955,194,37.2197,P2_THERMAL_WARNING,Thermal Management Issue,23.0645,73.6384,Battery Pack,Battery Replacement,2026-06-14,10,192855.0,166.0,Critical,2026-07-25,46.03,True,High,0.4111,27.7424,0.1001,0.1892,0,32
EV_2245,Tesla Model Y,0.8,28274,90.3138,99.9532,110,41.1349,NONE,No Failure,219.2252,15.1679,Charging System,Charging System Repair,2026-04-27,1,33805.0,8.0,Low,2026-12-31,13.29,False,Low,0.4185,20.7431,0.1961,0.1939,0,80
EV_2246,Kia EV6,1.7,68646,90.8249,96.8819,155,44.7586,NONE,No Failure,224.117,92.7108,Software,Software Update,2025-07-04,5,7879.0,4.0,Low,2026-11-07,14.77,True,Low,0.3906,20.2213,0.1484,0.267,0,377
EV_2247,Hyundai Kona Electric,0.5,8104,94.8954,9.2226,552,36.6717,NONE,No Failure,45.2786,70.1752,Electronics,Preventive Maintenance,2026-01-05,1,6701.0,9.0,Medium,2026-09-02,24.76,True,Low,0.2867,28.8509,0.131,0.2028,0,192
EV_2248,Kia EV6,1.6,45582,94.3592,87.4286,181,41.6442,NONE,No Failure,213.7768,86.1671,Software,Software Update,2026-04-22,3,1612.0,3.0,Low,2026-12-28,13.53,False,Low,0.2287,28.6788,0.1561,0.2944,0,85
EV_2249,Tesla Model 3,1.7,71017,96.6001,94.8905,166,45.3836,NONE,No Failure,286.723,16.0293,Brake System,Brake Service,2026-04-05,3,23585.0,16.0,Low,2027-01-02,8.0,False,Medium,0.4386,29.8804,0.9032,0.9581,0,102
EV_2250,Tesla Model S,5.6,209936,49.8391,96.9627,139,40.4789,P1_BMS_FAULT,Battery Management System Fault,286.8589,91.5735,Battery Pack,Battery Replacement,2026-06-07,13,148564.0,236.0,High,2026-08-06,24.66,True,High,0.4884,22.868,0.214,0.1146,0,39
EV_2251,MG ZS EV,5.9,264050,40.9977,82.6811,162,57.0483,NONE,No Failure,285.1596,74.1757,Battery Pack,Battery Replacement,2026-05-01,17,68868.0,115.0,High,2026-08-11,32.74,True,High,0.414,29.5811,0.1106,0.2644,0,76
EV_2252,Tesla Model S,1.3,40225,94.8819,91.1666,168,42.1227,P1_BMS_FAULT,Battery Management System Fault,242.494,75.2161,Battery Pack,Battery Inspection,2025-06-04,3,18906.0,14.0,Low,2027-01-06,10.81,True,Medium,0.3327,28.8283,0.7436,0.2171,0,407
EV_2253,Tata Tigor EV,0.6,20880,96.6731,88.9707,650,43.9479,NONE,No Failure,227.627,98.0463,Software,Software Update,2026-01-21,2,9949.0,3.0,Low,2026-12-25,11.32,False,Low,0.4083,22.3626,0.289,0.2198,0,176
EV_2254,BYD Seal,5.4,130002,56.3334,96.2959,111,33.7998,NONE,No Failure,216.9026,99.4732,Battery Pack,Battery Replacement,2026-04-20,10,139100.0,157.0,Medium,2026-08-16,26.32,False,High,0.2819,21.5331,0.195,0.2739,0,87
EV_2255,Tesla Model S,0.5,21713,96.2269,93.3564,505,35.1016,P2_THERMAL_WARNING,Thermal Management Issue,17.2665,87.115,Cooling System,Cooling System Repair,2026-04-10,1,39654.0,16.0,High,2026-08-10,46.22,True,Medium,0.3616,21.0607,0.1231,0.224,1,97
EV_2256,BYD Atto 3,0.5,12995,99.7795,89.295,140,62.4221,NONE,No Failure,214.5706,15.193,Charging System,Charging System Repair,2026-05-01,1,9161.0,17.0,Low,2026-10-30,16.91,False,Medium,0.2313,28.4931,0.2571,0.9711,0,76
EV_2257,Tesla Model Y,0.5,18578,97.5874,94.4667,105,56.0863,P2_THERMAL_WARNING,Thermal Management Issue,293.3121,85.1853,Cooling System,Cooling System Repair,2026-04-14,1,9197.0,32.0,Low,2026-12-30,9.11,False,Medium,0.2435,28.4798,0.2946,0.255,0,93
EV_2258,Tesla Model S,0.5,13547,97.8116,83.4197,127,37.2155,NONE,No Failure,200.2285,4.1442,Charging System,Charging System Repair,2025-05-21,1,16850.0,23.0,Low,2026-10-21,11.14,True,Medium,0.3111,23.384,0.1508,0.2734,0,421
EV_2259,MG Comet EV,2.4,76451,91.9957,82.527,186,38.8072,P1_BMS_FAULT,Battery Management System Fault,202.2431,84.431,Battery Pack,Battery Inspection,2026-01-26,5,14844.0,18.0,Medium,2026-10-14,15.19,True,Medium,1.0986,23.5439,0.9063,0.2678,0,171
EV_2260,Kia EV6,6.6,241517,43.7974,89.8879,140,57.4788,NONE,No Failure,293.6314,98.4221,Battery Pack,Battery Replacement,2026-04-26,11,76684.0,109.0,High,2026-08-03,32.06,True,High,0.2706,24.7041,0.7268,0.1613,0,81
EV_2261,Tesla Model S,0.5,15134,97.1562,87.6556,174,39.3189,NONE,No Failure,270.8176,70.5799,Electronics,Preventive Maintenance,2026-04-26,1,3410.0,11.0,Low,2026-11-21,6.08,False,Low,0.4995,20.9394,0.1362,0.1105,0,81
EV_2262,Tata Tigor EV,0.5,21106,92.9392,83.013,191,62.4132,P2_THERMAL_WARNING,Thermal Management Issue,43.4817,81.4285,Cooling System,Cooling System Repair,2026-04-26,1,35095.0,37.0,Medium,2026-08-30,33.22,False,Medium,0.3009,29.7687,0.2661,0.1812,0,81
EV_2263,Ola S1 Pro,3.2,88253,46.1358,92.2348,101,38.6862,NONE,No Failure,239.7913,71.5453,Battery Pack,Battery Replacement,2026-01-20,5,204038.0,199.0,Medium,2026-10-03,26.62,True,High,0.3088,22.7532,0.9279,0.2486,0,177
EV_2264,Ather 450X,0.5,17206,97.5055,97.339,104,35.6123,NONE,No Failure,20.7129,97.4901,Software,Software Update,2026-03-27,1,7653.0,5.0,Medium,2026-09-08,25.71,True,Low,0.4853,24.3549,0.2258,0.2226,0,111
EV_2265,MG Comet EV,3.3,83394,91.227,95.5056,168,64.7032,NONE,No Failure,292.883,77.8122,Electronics,Preventive Maintenance,2026-05-28,9,12591.0,12.0,Low,2026-12-21,16.58,False,Medium,0.3249,26.1774,0.2077,0.1655,0,49
EV_2266,Hyundai Kona Electric,1.8,49040,90.1275,83.8674,196,61.1064,P1_BMS_FAULT,Battery Management System Fault,218.4317,76.9195,Battery Pack,Battery Inspection,2025-12-20,5,17043.0,14.0,Medium,2026-08-20,20.46,True,Medium,0.3807,28.5749,0.2123,0.1971,0,208
EV_2267,Hyundai Ioniq 5,4.9,138187,48.7673,99.5601,149,64.563,NONE,No Failure,235.735,74.4581,Battery Pack,Battery Replacement,2026-04-21,13,170482.0,208.0,High,2026-08-07,55.73,True,High,0.4534,26.0379,0.144,0.2188,1,86
EV_2268,BYD Seal,5.6,105136,49.7775,98.256,187,38.5186,P2_THERMAL_WARNING,Thermal Management Issue,222.5811,77.8752,Battery Pack,Battery Replacement,2026-06-10,12,153883.0,106.0,High,2026-08-14,29.44,True,High,0.2463,24.9835,0.2178,0.1487,0,36
EV_2269,MG Comet EV,0.5,8876,98.5309,97.0656,644,50.6437,NONE,No Failure,19.2005,85.1143,Brake System,Brake Service,2025-11-18,1,22138.0,7.0,Medium,2026-10-10,30.03,True,Low,1.0244,23.9719,0.9808,0.1359,0,240
EV_2270,Tata Tigor EV,0.9,31522,93.3042,84.776,145,55.9202,NONE,No Failure,24.647,73.341,Electronics,Preventive Maintenance,2025-08-23,2,7176.0,8.0,Medium,2026-08-28,33.15,True,Low,1.1918,20.8605,0.1921,0.1773,0,327
EV_2271,Tesla Model 3,1.0,34666,95.4805,87.51,667,38.9572,NONE,No Failure,239.8605,86.104,Software,Software Update,2025-11-19,2,1881.0,5.0,Low,2026-11-19,9.58,True,Low,0.448,28.3394,0.187,0.1827,0,239
EV_2272,Tesla Model S,1.3,45353,91.2513,84.6598,163,40.1274,NONE,No Failure,298.7584,90.1549,Software,Software Update,2025-12-22,2,7768.0,7.0,Low,2026-11-20,6.61,True,Low,1.0965,25.3616,0.2831,0.2012,0,206
EV_2273,Ather 450X,1.8,28067,93.4535,86.0182,193,47.5423,NONE,No Failure,267.5105,74.0992,Electronics,Preventive Maintenance,2026-05-14,4,6311.0,6.0,Low,2026-12-04,11.3,False,Low,0.4803,25.6404,0.1021,0.2714,0,63
EV_2274,Hyundai Kona Electric,1.0,24796,97.766,94.1044,184,48.3266,NONE,No Failure,279.1085,92.5627,Software,Software Update,2025-11-15,2,9810.0,8.0,Low,2026-12-02,8.44,True,Low,0.2926,22.0767,0.2317,0.2718,0,243
EV_2275,MG ZS EV,1.6,33495,94.1338,82.6099,149,37.8226,P2_THERMAL_WARNING,Thermal Management Issue,260.5034,85.2745,Cooling System,Cooling System Repair,2025-08-12,3,23638.0,24.0,Low,2026-10-24,8.56,True,Medium,0.3691,28.4913,0.2371,0.226,0,338
EV_2276,MG ZS EV,0.5,19172,96.0677,93.5325,662,36.1097,P2_THERMAL_WARNING,Thermal Management Issue,222.3062,70.5064,Cooling System,Cooling System Repair,2025-09-10,1,43331.0,31.0,Low,2026-12-22,9.49,True,Medium,1.2713,62.1433,0.1168,0.2933,0,309
EV_2277,Kia EV6,1.4,57146,97.7399,14.1958,187,41.5344,P2_THERMAL_WARNING,Thermal Management Issue,237.6747,9.6488,Cooling System,Cooling System Repair,2025-06-04,3,6910.0,46.0,Low,2026-11-04,10.28,True,Medium,0.2549,23.8472,0.233,0.1579,0,407
EV_2278,Tesla Model 3,2.0,44801,98.4288,80.2179,148,47.2542,NONE,No Failure,287.6626,90.0008,Brake System,Brake Service,2026-05-05,4,18185.0,11.0,Low,2026-11-12,8.25,False,Low,1.9606,61.0637,0.7822,0.1401,0,72
EV_2279,Tesla Model Y,0.5,17518,96.1519,82.5104,120,44.1983,NONE,No Failure,244.2518,81.8378,Electronics,Preventive Maintenance,2026-04-30,1,8379.0,10.0,Low,2026-12-29,10.06,False,Low,0.4183,29.9296,0.2435,0.288,0,77
EV_2280,Tata Tigor EV,0.5,9440,97.2182,84.6443,113,36.8887,NONE,No Failure,256.1233,92.3022,Software,Software Update,2025-10-10,1,5163.0,8.0,Low,2026-12-16,6.56,True,Low,1.3183,25.7241,0.1823,0.2987,0,279
EV_2281,MG ZS EV,1.6,37207,99.7931,86.1771,110,44.4357,NONE,No Failure,274.6732,91.827,Software,Software Update,2026-03-28,3,3387.0,8.0,Low,2026-11-19,27.66,False,Low,0.338,20.5443,0.2344,0.2161,1,110
EV_2282,BYD Atto 3,5.4,103462,47.1936,0.7051,138,43.3028,P2_THERMAL_WARNING,Thermal Management Issue,230.2849,25.7027,Battery Pack,Battery Replacement,2026-04-30,11,244239.0,156.0,High,2026-08-14,30.8,True,High,0.4034,29.5355,0.2066,0.1929,0,77
EV_2283,MG ZS EV,1.9,44661,97.0254,12.8466,531,35.6763,NONE,No Failure,228.9364,91.2848,Brake System,Brake Service,2025-09-04,4,12855.0,9.0,Low,2026-11-19,9.99,True,Low,0.2336,26.8448,0.9976,0.2574,0,315
EV_2284,Hyundai Kona Electric,5.7,200880,41.6673,86.412,574,35.6071,NONE,No Failure,27.1614,80.2327,Battery Pack,Battery Replacement,2026-05-31,15,220096.0,105.0,High,2026-08-09,47.39,True,High,0.4996,23.4805,0.2778,0.2468,0,46
EV_2285,Ather 450X,2.1,88851,95.9238,91.8659,141,35.6377,P2_THERMAL_WARNING,Thermal Management Issue,254.7907,81.9459,Cooling System,Cooling System Repair,2026-01-11,6,24130.0,31.0,Low,2026-11-06,8.37,True,Medium,0.2551,20.0412,0.1073,0.2232,0,186
EV_2286,Tesla Model S,1.5,31614,90.4278,14.997,139,42.8812,NONE,No Failure,211.5091,29.1669,Charging System,Charging System Repair,2025-09-06,3,9544.0,30.0,Low,2026-10-31,15.16,True,Medium,1.8251,22.9242,0.111,0.2406,0,313
EV_2287,MG Comet EV,1.4,43767,93.0763,88.7434,105,45.7994,P1_BMS_FAULT,Battery Management System Fault,215.7634,81.6835,Battery Pack,Battery Inspection,2026-03-27,3,18192.0,16.0,Medium,2026-09-14,14.78,True,Medium,1.2974,25.0392,0.1968,0.2985,0,111
EV_2288,MG Comet EV,2.5,90104,92.0433,98.7414,127,48.008,P2_THERMAL_WARNING,Thermal Management Issue,299.0927,88.9792,Cooling System,Cooling System Repair,2025-11-20,7,13330.0,24.0,Low,2026-12-04,9.97,True,Medium,0.324,23.2687,0.2883,0.2805,0,238
EV_2289,MG ZS EV,0.5,21794,98.5472,10.1823,193,45.058,NONE,No Failure,283.6167,88.3664,Software,Software Update,2026-02-17,1,3433.0,2.0,Low,2026-12-26,6.32,False,Low,0.4835,26.2308,0.1182,0.1274,0,149
EV_2290,Mahindra XUV400 EV,4.6,153188,48.5567,89.1874,159,39.6215,P2_THERMAL_WARNING,Thermal Management Issue,287.2692,13.2184,Battery Pack,Battery Replacement,2026-03-21,11,222222.0,137.0,High,2026-08-06,43.7,True,High,1.2921,74.2733,0.1681,0.133,1,117
EV_2291,Tata Tigor EV,5.5,124593,43.4995,91.4831,182,42.3624,NONE,No Failure,292.6329,94.8208,Battery Pack,Battery Replacement,2026-04-25,16,228749.0,112.0,Medium,2026-10-08,26.54,False,High,0.3739,29.6527,0.2543,0.1027,0,82
EV_2292,Ather 450X,1.4,47270,94.0616,88.8237,111,43.7658,P2_THERMAL_WARNING,Thermal Management Issue,204.1395,81.3935,Cooling System,Cooling System Repair,2026-03-30,4,46254.0,48.0,Low,2026-12-08,14.85,False,Medium,0.4823,27.7637,0.1884,0.1219,0,108
EV_2293,Tata Tigor EV,0.5,12307,95.098,97.5094,191,37.5697,NONE,No Failure,282.0657,91.4808,Software,Software Update,2025-08-04,1,4834.0,5.0,Low,2026-10-21,5.24,True,Low,0.4402,28.1485,0.2975,0.2611,0,346
EV_2294,MG Comet EV,1.5,66426,94.5615,89.8743,143,36.082,NONE,No Failure,203.959,71.9355,Electronics,Preventive Maintenance,2026-03-14,3,12084.0,5.0,Low,2026-12-20,32.51,False,Low,0.2516,23.5866,0.1223,0.1351,1,124
EV_2295,MG ZS EV,0.8,21592,92.3345,9.1189,149,58.5569,NONE,No Failure,257.2206,90.0025,Software,Software Update,2025-09-21,1,3950.0,2.0,Low,2026-12-05,14.75,True,Low,1.8911,23.1646,0.2624,0.253,0,298
EV_2296,Mahindra XUV400 EV,6.0,213377,51.7621,84.0405,166,33.8136,NONE,No Failure,235.6743,89.9888,Battery Pack,Battery Replacement,2026-04-02,9,198078.0,215.0,Medium,2026-09-08,26.77,True,High,0.4623,26.1508,0.2538,0.2331,0,105
EV_2297,Hyundai Kona Electric,2.7,42381,56.6783,82.1996,193,42.7144,P1_BMS_FAULT,Battery Management System Fault,2.7506,78.4608,Battery Pack,Battery Replacement,2025-11-26,6,150502.0,229.0,Critical,2026-07-27,43.9,True,High,1.8702,25.5828,0.2191,0.2042,0,232
EV_2298,Tata Tigor EV,0.5,13501,93.3319,90.6664,687,44.4607,P0_MOTOR_FAILURE,Motor Drive Failure,40.0827,14.2177,Battery Pack,Battery Replacement,2025-06-10,1,60391.0,200.0,High,2026-08-05,28.0,True,High,1.1741,25.6252,0.1552,0.1839,0,401
EV_2299,Tesla Model 3,0.5,20627,99.1999,90.9629,156,40.7618,P0_MOTOR_FAILURE,Motor Drive Failure,206.2172,87.5946,Battery Pack,Battery Replacement,2025-10-30,1,133549.0,92.0,Medium,2026-09-21,11.28,True,High,1.8804,65.8788,0.1168,0.1642,0,259
EV_2300,Hyundai Ioniq 5,0.5,16653,98.4575,86.1994,170,56.687,P2_THERMAL_WARNING,Thermal Management Issue,247.2771,80.5526,Cooling System,Cooling System Repair,2025-10-06,1,26048.0,15.0,Low,2026-12-05,12.86,True,Medium,1.1811,21.2484,0.1815,0.2987,0,283
