fleet_id,vehicle_id,current_vehicle_make,current_vehicle_model,vehicle_type,fuel_type,vehicle_age_years,purchase_year,daily_distance_km,monthly_distance_km,operating_days_per_month,average_trip_distance_km,usage_pattern,fuel_cost_monthly,maintenance_cost_monthly,vehicle_value,remaining_life_years,payload_requirement_kg,required_range_km,charging_window_hours,depot_location,ev_suitable,recommended_ev_type,electrification_priority,recommended_ev_model,estimated_annual_savings,carbon_reduction_percent,readiness_score,annual_fuel_cost,annual_maintenance_cost,total_annual_operating_cost,vehicle_replacement_priority
FLEET_366,VH_19875,Mahindra,E2O,Delivery Van,Cng,9.5,2017,100.0,2400.0,24,28.0,Mixed,10597.0,3536.0,348000.0,2.5,1231.0,142.0,7,Hyderabad,True,Light Commercial,Medium,Eicher Ev,85000.0,75.0,65.0,127164.0,42432.0,169596.0,High
FLEET_213,VH_42530,Bharatbenz,1917R,Truck,Diesel,3.7,2023,357.0,8925.0,25,137.0,Highway,82926.0,19980.0,2899000.0,7.8,8997.0,550.0,3,Chennai,False,Heavy Commercial,Low,Volvo Fm Ev,624000.0,52.0,37.0,995112.0,239760.0,1234872.0,Medium
FLEET_227,VH_72362,Volvo,Fm420,Truck,Diesel,6.9,2020,228.0,5928.0,26,64.0,Mixed,53440.0,15049.0,2221000.0,4.6,10348.0,367.0,6,Nagpur,False,Heavy Commercial,Low,Volvo Fm Ev,443000.0,59.0,44.0,641280.0,180588.0,821868.0,High
FLEET_373,VH_79906,Hyundai,Aura,Sedan,Diesel,1.8,2025,101.0,2525.0,25,37.0,Urban,17394.0,5006.0,627000.0,9.2,320.0,144.0,6,Pune,True,Passenger,High,Kia E-Seltos,141000.0,59.0,92.0,208728.0,60072.0,268800.0,High
FLEET_007,VH_38797,Toyota,Innova,Passenger,Petrol,7.1,2019,69.0,1587.0,23,32.0,Urban,14992.0,2794.0,344000.0,4.3,290.0,99.0,7,Nagpur,True,Passenger,High,Hyundai E-Oniq,98000.0,63.0,72.0,179904.0,33528.0,213432.0,Critical
FLEET_274,VH_63242,Scania,G410,Truck,Cng,6.6,2020,356.0,8900.0,25,96.0,Highway,59416.0,22543.0,1477000.0,4.8,7413.0,528.0,6,Nagpur,False,Heavy Commercial,Low,Volvo Fm Ev,412000.0,72.0,33.0,712992.0,270516.0,983508.0,High
FLEET_111,VH_56431,Mahindra,Verito,Three-Wheeler,Cng,10.7,2016,46.0,1196.0,26,22.0,Urban,2648.0,1992.0,42000.0,1.3,316.0,60.0,10,Delhi,True,L3 Category,Medium,Piaggio Ape Ev,26000.0,65.0,70.0,31776.0,23904.0,55680.0,High
FLEET_114,VH_80543,Kia,Seltos,Suv,Petrol,3.7,2023,118.0,2950.0,25,36.0,Urban,20914.0,6710.0,1529000.0,7.8,670.0,146.0,6,Jaipur,True,Passenger,High,Hyundai E-Oniq,151000.0,71.0,99.0,250968.0,80520.0,331488.0,High
FLEET_013,VH_08231,Tata,Xenon,Passenger,Diesel,1.0,2025,77.0,1771.0,23,28.0,Urban,12111.0,3660.0,621000.0,10.0,302.0,104.0,9,Ahmedabad,True,Passenger,High,Skoda E-Slavia,91000.0,64.0,84.0,145332.0,43920.0,189252.0,Medium
FLEET_293,VH_88541,Toyota,Glanza,Suv,Petrol,11.8,2015,42.0,1008.0,24,11.0,Urban,9237.0,1762.0,363000.0,1.3,664.0,60.0,9,Bangalore,True,Passenger,Medium,Toyota E-Innova,70000.0,61.0,61.0,110844.0,21144.0,131988.0,Critical
FLEET_131,VH_09764,Atul,Shakti,Three-Wheeler,Cng,5.1,2021,25.0,625.0,25,7.0,Urban,1138.0,1048.0,84000.0,6.3,328.0,60.0,6,Ahmedabad,True,L3 Category,High,Bajaj Ev,12000.0,63.0,80.0,13656.0,12576.0,26232.0,Medium
FLEET_050,VH_91831,Atul,Shakti,Three-Wheeler,Petrol,1.0,2025,32.0,800.0,25,14.0,Urban,2153.0,1133.0,84000.0,10.0,197.0,60.0,7,Jaipur,True,L3 Category,High,Mahindra Ev,17000.0,63.0,86.0,25836.0,13596.0,39432.0,Medium
FLEET_002,VH_94011,Ashok Leyland,Dost,Truck,Diesel,5.4,2021,380.0,9500.0,25,115.0,Highway,86701.0,23008.0,1357000.0,6.4,5663.0,550.0,5,Kolkata,False,Heavy Commercial,Low,Tata Prima Ev,615000.0,52.0,28.0,1040412.0,276096.0,1316508.0,High
FLEET_386,VH_93383,Eicher,Pro 2049,Truck,Cng,9.2,2017,300.0,7500.0,25,114.0,Highway,48715.0,16825.0,1326000.0,2.8,10490.0,450.0,6,Delhi,False,Heavy Commercial,Low,Tata Prima Ev,436000.0,63.0,38.0,584580.0,201900.0,786480.0,High
FLEET_217,VH_92852,Force,Trax,Delivery Van,Diesel,4.5,2022,180.0,4500.0,25,59.0,Rural,23401.0,7065.0,624000.0,7.1,1098.0,284.0,5,Pune,True,Light Commercial,Medium,Maruti E-Eeco,185000.0,59.0,61.0,280812.0,84780.0,365592.0,High
FLEET_243,VH_58834,Maruti,Alto,Crossover,Petrol,4.0,2022,38.0,950.0,25,14.0,Urban,5919.0,2219.0,698000.0,6.9,653.0,60.0,9,Kolkata,True,Passenger,Medium,Mercedes E-Glc,47000.0,56.0,79.0,71028.0,26628.0,97656.0,High
FLEET_222,VH_27991,Maruti,Brezza,Minivan,Diesel,6.6,2020,137.0,3425.0,25,35.0,Mixed,21480.0,4944.0,519000.0,4.8,966.0,216.0,5,Jaipur,True,Light Commercial,Medium,Tata Winger Ev,141000.0,51.0,65.0,257760.0,59328.0,317088.0,High
FLEET_040,VH_02582,Tata,Punch,Minivan,Diesel,11.9,2015,121.0,3146.0,26,57.0,Rural,17181.0,6370.0,96000.0,1.5,858.0,185.0,5,Jaipur,True,Light Commercial,Medium,Tata Magic Ev,143000.0,51.0,43.0,206172.0,76440.0,282612.0,Critical
FLEET_199,VH_70236,Mahindra,Scorpio,Passenger,Diesel,7.6,2019,127.0,2921.0,23,43.0,Mixed,19286.0,6553.0,215000.0,4.3,316.0,176.0,5,Ahmedabad,True,Passenger,Medium,Mercedes E-Glc,148000.0,54.0,57.0,231432.0,78636.0,310068.0,Critical
FLEET_096,VH_02070,Hyundai,Creta,Passenger,Petrol,7.3,2019,121.0,3025.0,25,59.0,Urban,20481.0,6342.0,222000.0,4.3,446.0,169.0,8,Ahmedabad,True,Passenger,High,Kia E-Seltos,169000.0,57.0,75.0,245772.0,76104.0,321876.0,Critical
FLEET_057,VH_20357,Eicher,Pro 2049,Truck,Diesel,8.2,2018,357.0,9282.0,26,113.0,Highway,77045.0,19003.0,1285000.0,3.7,7607.0,503.0,3,Pune,False,Heavy Commercial,Low,Scania Ev,628000.0,59.0,31.0,924540.0,228036.0,1152576.0,High
FLEET_391,VH_87062,Kia,Sonet,Minivan,Cng,8.8,2018,113.0,2712.0,24,45.0,Urban,13906.0,5110.0,402000.0,2.7,699.0,152.0,10,Hyderabad,True,Light Commercial,High,Force Ev,97000.0,72.0,90.0,166872.0,61320.0,228192.0,Critical
FLEET_287,VH_48503,Eicher,Pro 2099,Delivery Van,Cng,5.8,2021,134.0,3216.0,24,36.0,Urban,13756.0,4828.0,481000.0,5.9,801.0,199.0,7,Bangalore,True,Light Commercial,High,Mahindra Ev,115000.0,65.0,96.0,165072.0,57936.0,223008.0,High
FLEET_227,VH_35128,Eicher,Pro 2099,Truck,Cng,9.0,2017,203.0,4872.0,24,97.0,Mixed,29876.0,12848.0,690000.0,2.9,9082.0,308.0,5,Chennai,True,Heavy Commercial,Medium,Volvo Fm Ev,271000.0,73.0,64.0,358512.0,154176.0,512688.0,Critical
FLEET_046,VH_84776,Bharatbenz,1217R,Truck,Diesel,8.8,2018,315.0,7560.0,24,105.0,Highway,56792.0,17244.0,1676000.0,3.0,10131.0,488.0,3,Delhi,False,Heavy Commercial,Low,Eicher Ev,415000.0,60.0,29.0,681504.0,206928.0,888432.0,High
FLEET_151,VH_39880,Tata,Curvv,Passenger,Petrol,6.9,2020,51.0,1275.0,25,14.0,Mixed,10177.0,2305.0,449000.0,4.9,288.0,75.0,7,Kolkata,True,Passenger,Medium,Skoda E-Slavia,69000.0,64.0,78.0,122124.0,27660.0,149784.0,High
FLEET_259,VH_36513,Eicher,Pro 2049,Truck,Diesel,2.5,2024,204.0,5100.0,25,55.0,Highway,44251.0,10339.0,2963000.0,8.8,9112.0,346.0,6,Jaipur,True,Heavy Commercial,Medium,Bharatbenz Ev,362000.0,57.0,54.0,531012.0,124068.0,655080.0,High
FLEET_393,VH_85539,Maruti,Vitara,Delivery Van,Diesel,2.0,2024,193.0,5018.0,26,58.0,Urban,33725.0,10111.0,888000.0,9.2,913.0,288.0,9,Nagpur,True,Light Commercial,High,Mahindra Ev,252000.0,53.0,76.0,404700.0,121332.0,526032.0,High
FLEET_373,VH_66091,Maruti,Brezza,Delivery Van,Cng,9.1,2017,81.0,2025.0,25,22.0,Urban,10495.0,4096.0,439000.0,2.5,773.0,116.0,8,Nagpur,True,Light Commercial,High,Force Ev,91000.0,76.0,89.0,125940.0,49152.0,175092.0,High
FLEET_273,VH_67977,Eicher,Pro 2049,Delivery Van,Cng,7.2,2019,95.0,2375.0,25,24.0,Rural,10116.0,3399.0,605000.0,4.4,692.0,139.0,8,Jaipur,True,Light Commercial,Medium,Tata Magic Ev,89000.0,69.0,78.0,121392.0,40788.0,162180.0,High
FLEET_056,VH_47132,Bharatbenz,1917R,Truck,Cng,10.7,2016,207.0,5175.0,25,63.0,Highway,35500.0,12762.0,1185000.0,1.3,5136.0,338.0,6,Jaipur,True,Heavy Commercial,Medium,Eicher Ev,300000.0,77.0,56.0,426000.0,153144.0,579144.0,Critical
FLEET_286,VH_58551,Mahindra,Bolero,Passenger,Petrol,1.6,2025,97.0,2231.0,23,32.0,Urban,18621.0,4904.0,557000.0,9.0,332.0,122.0,9,Delhi,True,Passenger,High,Hyundai E-Creta,161000.0,51.0,99.0,223452.0,58848.0,282300.0,High
FLEET_169,VH_40854,Hyundai,Verna,Minivan,Diesel,3.6,2023,192.0,4992.0,26,82.0,Urban,32923.0,10442.0,752000.0,8.1,742.0,304.0,6,Jaipur,True,Light Commercial,Medium,Mahindra Ev,305000.0,55.0,70.0,395076.0,125304.0,520380.0,High
FLEET_320,VH_60155,Maruti,Dzire,Delivery Van,Cng,2.9,2024,130.0,3120.0,24,42.0,Urban,13494.0,5701.0,998000.0,8.9,660.0,170.0,10,Delhi,True,Light Commercial,High,Force Ev,110000.0,63.0,99.0,161928.0,68412.0,230340.0,High
FLEET_343,VH_57875,Mercedes,Eqc,Minivan,Diesel,7.1,2019,174.0,4176.0,24,48.0,Urban,27671.0,7861.0,293000.0,4.7,883.0,232.0,9,Bangalore,True,Light Commercial,Medium,Mahindra Ev,210000.0,43.0,74.0,332052.0,94332.0,426384.0,Critical
FLEET_378,VH_61718,Bharatbenz,1317R,Truck,Cng,1.7,2025,350.0,9100.0,26,106.0,Highway,60577.0,24337.0,1289000.0,9.4,7027.0,550.0,3,Mumbai,True,Heavy Commercial,Medium,Eicher Ev,512000.0,79.0,52.0,726924.0,292044.0,1018968.0,High
FLEET_134,VH_31497,Mahindra,Alfa,Delivery Van,Diesel,8.4,2018,198.0,4752.0,24,90.0,Mixed,33215.0,9090.0,358000.0,3.6,869.0,268.0,8,Delhi,True,Light Commercial,Medium,Force Ev,262000.0,46.0,59.0,398580.0,109080.0,507660.0,Critical
FLEET_302,VH_01352,Tata,Nexon,Truck,Cng,2.4,2024,316.0,8216.0,26,95.0,Highway,48461.0,17482.0,3105000.0,8.7,5094.0,453.0,3,Bangalore,True,Heavy Commercial,Medium,Volvo Fm Ev,458000.0,78.0,56.0,581532.0,209784.0,791316.0,High
FLEET_084,VH_37057,Ashok Leyland,Partner,Three-Wheeler,Cng,10.7,2016,38.0,988.0,26,10.0,Urban,2236.0,1237.0,34000.0,1.4,339.0,60.0,10,Bangalore,True,L3 Category,Medium,Ashok Leyland Ev,23000.0,79.0,78.0,26832.0,14844.0,41676.0,High
FLEET_338,VH_43062,Mercedes,Eqc,Sedan,Diesel,7.8,2019,70.0,1750.0,25,18.0,Mixed,9993.0,3127.0,360000.0,3.7,481.0,91.0,8,Pune,True,Passenger,Medium,Mahindra E2O,86000.0,53.0,52.0,119916.0,37524.0,157440.0,High
FLEET_013,VH_49016,Mahindra,Bolero,Sedan,Petrol,8.0,2018,126.0,3024.0,24,48.0,Mixed,27352.0,7382.0,292000.0,3.9,315.0,178.0,5,Delhi,True,Passenger,High,Maruti E-Swift,232000.0,53.0,73.0,328224.0,88584.0,416808.0,Critical
FLEET_055,VH_21937,Mahindra,Verito,Suv,Petrol,10.8,2016,112.0,2688.0,24,34.0,Urban,19514.0,5799.0,380000.0,1.4,560.0,143.0,10,Ahmedabad,True,Passenger,High,Toyota E-Innova,178000.0,65.0,83.0,234168.0,69588.0,303756.0,Critical
FLEET_298,VH_33613,Mahindra,Xuv700,Suv,Diesel,3.7,2023,104.0,2600.0,25,28.0,Urban,16595.0,4878.0,524000.0,7.4,613.0,150.0,8,Kolkata,True,Passenger,High,Maruti E-Swift,148000.0,64.0,73.0,199140.0,58536.0,257676.0,High
FLEET_394,VH_01684,Kia,Seltos,Minivan,Diesel,6.0,2020,139.0,3475.0,25,51.0,Urban,20152.0,5090.0,348000.0,5.5,636.0,221.0,9,Kolkata,True,Light Commercial,Medium,Tata Magic Ev,172000.0,61.0,79.0,241824.0,61080.0,302904.0,High
FLEET_004,VH_55848,Mahindra,Xuv700,Delivery Van,Diesel,9.4,2017,153.0,3825.0,25,44.0,Urban,22374.0,8015.0,214000.0,2.4,606.0,212.0,6,Chennai,True,Light Commercial,Medium,Mahindra Ev,174000.0,47.0,66.0,268488.0,96180.0,364668.0,Critical
FLEET_231,VH_82284,Tata,Lpt,Delivery Van,Diesel,3.0,2023,104.0,2496.0,24,32.0,Mixed,18635.0,5156.0,1093000.0,8.2,1164.0,138.0,5,Kolkata,True,Light Commercial,Medium,Tata Magic Ev,161000.0,55.0,65.0,223620.0,61872.0,285492.0,High
FLEET_080,VH_98122,Ashok Leyland,Partner,Truck,Cng,1.1,2025,321.0,8346.0,26,100.0,Highway,52512.0,17360.0,3092000.0,10.2,10888.0,533.0,6,Pune,True,Heavy Commercial,Medium,Scania Ev,444000.0,67.0,66.0,630144.0,208320.0,838464.0,High
FLEET_082,VH_03631,Mahindra,Cj340,Delivery Van,Diesel,4.0,2022,110.0,2750.0,25,40.0,Rural,14299.0,5019.0,388000.0,7.6,928.0,171.0,8,Chennai,True,Light Commercial,Medium,Tata Ace Ev,121000.0,60.0,52.0,171588.0,60228.0,231816.0,High
FLEET_057,VH_80821,Kia,Seltos,Sedan,Petrol,0.8,2026,129.0,3096.0,24,37.0,Urban,26224.0,7442.0,1037000.0,10.2,429.0,180.0,8,Kolkata,True,Passenger,High,Toyota E-Innova,225000.0,60.0,99.0,314688.0,89304.0,403992.0,High
FLEET_311,VH_95069,Tata,Safari,Minivan,Diesel,4.8,2022,102.0,2652.0,26,33.0,Urban,18118.0,4720.0,447000.0,6.9,797.0,150.0,6,Nagpur,True,Light Commercial,High,Tata Winger Ev,126000.0,43.0,82.0,217416.0,56640.0,274056.0,High
FLEET_220,VH_79103,Ashok Leyland,Partner,Truck,Diesel,3.9,2023,255.0,6120.0,24,90.0,Highway,57705.0,15019.0,2566000.0,8.0,10138.0,380.0,4,Chennai,True,Heavy Commercial,Low,Bharatbenz Ev,387000.0,42.0,47.0,692460.0,180228.0,872688.0,High
FLEET_053,VH_73023,Toyota,Innova,Suv,Diesel,7.4,2019,94.0,2162.0,23,30.0,Urban,14246.0,5065.0,410000.0,4.2,614.0,123.0,9,Nagpur,True,Passenger,Medium,Skoda E-Slavia,109000.0,51.0,69.0,170952.0,60780.0,231732.0,Critical
FLEET_183,VH_09743,Tata,Iris,Suv,Diesel,8.3,2018,63.0,1512.0,24,25.0,Urban,12229.0,3478.0,357000.0,3.5,603.0,93.0,8,Kolkata,True,Passenger,Medium,Tata Nexon Ev,83000.0,48.0,60.0,146748.0,41736.0,188484.0,High
FLEET_313,VH_27061,Hyundai,Verna,Minivan,Diesel,3.9,2023,90.0,2250.0,25,34.0,Mixed,13242.0,3383.0,403000.0,7.7,966.0,122.0,5,Ahmedabad,True,Light Commercial,Medium,Force Ev,97000.0,56.0,56.0,158904.0,40596.0,199500.0,High
FLEET_217,VH_67259,Kia,Sonet,Sedan,Petrol,8.0,2018,77.0,1925.0,25,23.0,Urban,13752.0,4228.0,459000.0,3.4,454.0,115.0,7,Ahmedabad,True,Passenger,High,Maruti E-Swift,103000.0,51.0,76.0,165024.0,50736.0,215760.0,Critical
FLEET_095,VH_17873,Toyota,Innova,Suv,Petrol,1.2,2025,89.0,2136.0,24,43.0,Urban,18461.0,3898.0,1917000.0,10.5,422.0,112.0,8,Nagpur,True,Passenger,High,Tata Nexon Ev,145000.0,54.0,96.0,221532.0,46776.0,268308.0,High
FLEET_002,VH_16386,Hyundai,Alcazar,Sedan,Petrol,1.2,2025,116.0,2900.0,25,31.0,Urban,21685.0,4678.0,953000.0,10.0,478.0,169.0,8,Delhi,True,Passenger,High,Hyundai E-Creta,157000.0,51.0,94.0,260220.0,56136.0,316356.0,High
FLEET_007,VH_54205,Tata,Winger,Passenger,Diesel,1.5,2025,74.0,1702.0,23,24.0,Urban,10618.0,3708.0,612000.0,9.3,276.0,105.0,6,Kolkata,True,Passenger,High,Mercedes E-Glc,78000.0,48.0,87.0,127416.0,44496.0,171912.0,Medium
FLEET_295,VH_65260,Mahindra,E2O,Sedan,Diesel,5.2,2021,126.0,2898.0,23,33.0,Urban,18215.0,5760.0,350000.0,6.5,347.0,160.0,10,Hyderabad,True,Passenger,High,Skoda E-Slavia,138000.0,52.0,78.0,218580.0,69120.0,287700.0,High
FLEET_369,VH_45629,Hyundai,Verna,Sedan,Diesel,9.5,2017,99.0,2277.0,23,28.0,Mixed,15768.0,4542.0,180000.0,2.3,469.0,131.0,6,Jaipur,True,Passenger,Medium,Toyota E-Innova,113000.0,53.0,61.0,189216.0,54504.0,243720.0,Critical
FLEET_315,VH_75041,Bajaj,Qute,Three-Wheeler,Cng,9.2,2017,34.0,850.0,25,12.0,Urban,1988.0,1420.0,46000.0,2.7,200.0,60.0,8,Delhi,True,L3 Category,Medium,Ashok Leyland Ev,19000.0,63.0,71.0,23856.0,17040.0,40896.0,High
FLEET_005,VH_06246,Mercedes,Glc,Crossover,Petrol,8.4,2018,84.0,2100.0,25,24.0,Urban,15078.0,4411.0,484000.0,3.3,680.0,114.0,9,Bangalore,True,Passenger,High,Mercedes E-Glc,126000.0,69.0,83.0,180936.0,52932.0,233868.0,Critical
FLEET_022,VH_78187,Bharatbenz,1917R,Truck,Diesel,4.0,2022,231.0,6006.0,26,70.0,Mixed,50922.0,13453.0,1155000.0,6.9,10949.0,385.0,6,Jaipur,True,Heavy Commercial,Low,Ashok Leyland Ev,338000.0,42.0,52.0,611064.0,161436.0,772500.0,Critical
FLEET_118,VH_70082,Mahindra,Verito,Delivery Van,Diesel,3.7,2023,192.0,4992.0,26,64.0,Urban,31830.0,8102.0,377000.0,8.1,760.0,304.0,6,Mumbai,True,Light Commercial,Medium,Tata Winger Ev,263000.0,55.0,61.0,381960.0,97224.0,479184.0,High
FLEET_104,VH_73014,Tata,Winger,Minivan,Diesel,8.8,2018,153.0,3825.0,25,44.0,Urban,21438.0,7672.0,220000.0,3.2,758.0,239.0,8,Delhi,True,Light Commercial,Medium,Eicher Ev,147000.0,62.0,57.0,257256.0,92064.0,349320.0,Critical
FLEET_049,VH_99572,Eicher,Pro 3015,Delivery Van,Diesel,2.7,2024,83.0,1992.0,24,27.0,Rural,11390.0,3291.0,1042000.0,8.7,782.0,129.0,7,Pune,True,Light Commercial,Medium,Maruti E-Eeco,80000.0,47.0,78.0,136680.0,39492.0,176172.0,Medium
FLEET_344,VH_60279,Eicher,Pro 2049,Delivery Van,Diesel,3.4,2023,203.0,5278.0,26,65.0,Mixed,29030.0,9256.0,599000.0,8.3,1316.0,286.0,5,Delhi,True,Light Commercial,Medium,Tata Ace Ev,209000.0,60.0,49.0,348360.0,111072.0,459432.0,High
FLEET_194,VH_13114,Eicher,Pro 2049,Truck,Diesel,5.3,2021,217.0,5208.0,24,74.0,Highway,46691.0,12116.0,2380000.0,5.7,7640.0,321.0,4,Delhi,True,Heavy Commercial,Low,Volvo Fm Ev,397000.0,62.0,52.0,560292.0,145392.0,705684.0,Critical
FLEET_003,VH_71791,Tata,Punch,Suv,Petrol,1.3,2025,65.0,1625.0,25,20.0,Urban,12332.0,3833.0,1407000.0,9.7,682.0,87.0,7,Chennai,True,Passenger,High,Hyundai E-Oniq,90000.0,59.0,99.0,147984.0,45996.0,193980.0,Medium
FLEET_239,VH_60161,Eicher,Pro 3015,Delivery Van,Diesel,4.1,2022,122.0,3050.0,25,48.0,Urban,16346.0,6296.0,768000.0,7.0,1092.0,184.0,6,Mumbai,True,Light Commercial,High,Force Ev,126000.0,45.0,71.0,196152.0,75552.0,271704.0,High
FLEET_069,VH_80614,Eicher,Pro 2099,Delivery Van,Cng,4.1,2022,116.0,2900.0,25,43.0,Mixed,14497.0,5660.0,842000.0,7.8,819.0,165.0,5,Hyderabad,True,Light Commercial,High,Mahindra Ev,113000.0,69.0,88.0,173964.0,67920.0,241884.0,High
FLEET_229,VH_54107,Tata,Harrier,Minivan,Cng,6.0,2020,187.0,4862.0,26,58.0,Urban,20934.0,7162.0,472000.0,5.1,998.0,282.0,9,Ahmedabad,True,Light Commercial,High,Tata Winger Ev,171000.0,69.0,84.0,251208.0,85944.0,337152.0,High
FLEET_163,VH_70099,Skoda,Kushaq,Minivan,Diesel,6.6,2020,143.0,3575.0,25,64.0,Urban,21270.0,5486.0,435000.0,5.3,746.0,202.0,9,Nagpur,True,Light Commercial,Medium,Mahindra Ev,172000.0,61.0,64.0,255240.0,65832.0,321072.0,High
FLEET_048,VH_48897,Hyundai,Exter,Sedan,Diesel,10.8,2016,74.0,1702.0,23,24.0,Mixed,10591.0,3827.0,261000.0,1.3,466.0,99.0,5,Hyderabad,True,Passenger,Medium,Maruti E-Swift,77000.0,61.0,48.0,127092.0,45924.0,173016.0,Critical
FLEET_229,VH_91600,Tata,Punch,Passenger,Diesel,0.7,2026,113.0,2599.0,23,34.0,Urban,20853.0,6603.0,579000.0,10.0,338.0,140.0,10,Jaipur,True,Passenger,High,Hyundai E-Oniq,170000.0,58.0,88.0,250236.0,79236.0,329472.0,High
FLEET_286,VH_68651,Tata,Punch,Delivery Van,Diesel,9.3,2017,136.0,3400.0,25,45.0,Urban,23180.0,6586.0,236000.0,2.5,677.0,202.0,10,Pune,True,Light Commercial,Medium,Mahindra Ev,197000.0,57.0,54.0,278160.0,79032.0,357192.0,Critical
FLEET_185,VH_63404,Maruti,Vitara,Delivery Van,Diesel,1.6,2025,87.0,2262.0,26,25.0,Mixed,13045.0,4344.0,900000.0,9.1,677.0,118.0,5,Chennai,True,Light Commercial,High,Mahindra Ev,100000.0,49.0,82.0,156540.0,52128.0,208668.0,High
FLEET_277,VH_12796,Atul,Shakti,Three-Wheeler,Cng,9.4,2017,35.0,875.0,25,12.0,Urban,1943.0,1118.0,31000.0,2.5,281.0,60.0,6,Ahmedabad,True,L3 Category,Medium,Mahindra Ev,18000.0,60.0,77.0,23316.0,13416.0,36732.0,High
FLEET_154,VH_47059,Ashok Leyland,Boss,Three-Wheeler,Petrol,7.2,2019,45.0,1170.0,26,19.0,Urban,3323.0,1777.0,72000.0,4.3,328.0,66.0,8,Pune,True,L3 Category,High,Bajaj Ev,28000.0,63.0,85.0,39876.0,21324.0,61200.0,High
FLEET_026,VH_84531,Mahindra,Verito,Delivery Van,Cng,3.9,2023,118.0,3068.0,26,30.0,Mixed,13132.0,5910.0,435000.0,7.0,947.0,168.0,7,Hyderabad,True,Light Commercial,High,Eicher Ev,123000.0,75.0,90.0,157584.0,70920.0,228504.0,High
FLEET_079,VH_14558,Mercedes,Eqc,Minivan,Diesel,10.4,2016,162.0,3888.0,24,46.0,Urban,22048.0,6616.0,241000.0,1.4,930.0,238.0,8,Ahmedabad,True,Light Commercial,Medium,Mahindra Ev,193000.0,48.0,64.0,264576.0,79392.0,343968.0,Critical
FLEET_382,VH_01404,Kia,Seltos,Suv,Petrol,11.4,2015,44.0,1100.0,25,13.0,Urban,9288.0,1776.0,236000.0,1.4,696.0,64.0,10,Delhi,True,Passenger,Medium,Mercedes E-Glc,71000.0,67.0,73.0,111456.0,21312.0,132768.0,Critical
FLEET_337,VH_33965,Ashok Leyland,Stile,Three-Wheeler,Petrol,7.1,2019,31.0,806.0,26,13.0,Urban,2281.0,956.0,44000.0,4.6,312.0,60.0,9,Pune,True,L3 Category,Medium,Tvs Ev,18000.0,60.0,71.0,27372.0,11472.0,38844.0,High
FLEET_350,VH_69232,Mahindra,Xuv700,Delivery Van,Diesel,10.1,2016,136.0,3536.0,26,45.0,Urban,19257.0,7260.0,236000.0,1.7,744.0,185.0,9,Kolkata,True,Light Commercial,Medium,Tata Ace Ev,144000.0,56.0,55.0,231084.0,87120.0,318204.0,Critical
FLEET_367,VH_36692,Eicher,Pro 2049,Delivery Van,Diesel,1.7,2025,119.0,2975.0,25,37.0,Urban,18100.0,5751.0,820000.0,9.1,751.0,187.0,6,Mumbai,True,Light Commercial,High,Tata Winger Ev,124000.0,64.0,84.0,217200.0,69012.0,286212.0,High
FLEET_350,VH_07366,Skoda,Kushaq,Suv,Diesel,7.9,2019,49.0,1176.0,24,16.0,Urban,8716.0,2455.0,568000.0,4.0,417.0,60.0,6,Jaipur,True,Passenger,Medium,Kia E-Seltos,64000.0,47.0,53.0,104592.0,29460.0,134052.0,High
FLEET_013,VH_66391,Maruti,Eeco,Minivan,Diesel,9.5,2017,114.0,2850.0,25,47.0,Urban,17385.0,4282.0,307000.0,2.4,784.0,177.0,7,Mumbai,True,Light Commercial,Medium,Tata Ace Ev,142000.0,57.0,72.0,208620.0,51384.0,260004.0,Critical
FLEET_304,VH_73816,Skoda,Kushaq,Crossover,Petrol,6.3,2020,123.0,2829.0,23,48.0,Urban,20396.0,6950.0,854000.0,5.4,700.0,175.0,7,Jaipur,True,Passenger,High,Hyundai E-Oniq,148000.0,61.0,79.0,244752.0,83400.0,328152.0,High
FLEET_087,VH_79178,Tata,Safari,Delivery Van,Diesel,5.4,2021,155.0,4030.0,26,43.0,Mixed,27313.0,5505.0,632000.0,6.5,1303.0,240.0,5,Mumbai,True,Light Commercial,Medium,Mahindra Ev,211000.0,56.0,74.0,327756.0,66060.0,393816.0,Critical
FLEET_337,VH_02121,Maruti,Brezza,Delivery Van,Diesel,8.7,2018,161.0,3864.0,24,48.0,Mixed,21232.0,6152.0,556000.0,3.2,1064.0,229.0,6,Nagpur,True,Light Commercial,Medium,Tata Winger Ev,181000.0,61.0,58.0,254784.0,73824.0,328608.0,Critical
FLEET_061,VH_78682,Skoda,Kushaq,Passenger,Petrol,9.3,2017,124.0,2852.0,23,56.0,Mixed,22046.0,6986.0,236000.0,2.6,341.0,165.0,6,Chennai,True,Passenger,Medium,Hyundai E-Oniq,173000.0,54.0,74.0,264552.0,83832.0,348384.0,Critical
FLEET_373,VH_32141,Ashok Leyland,Avatar,Truck,Diesel,8.0,2018,261.0,6786.0,26,123.0,Mixed,51631.0,13570.0,1276000.0,4.0,8820.0,377.0,5,Nagpur,True,Heavy Commercial,Low,Volvo Fm Ev,456000.0,52.0,40.0,619572.0,162840.0,782412.0,Critical
FLEET_259,VH_65449,Tata,Tiago,Crossover,Petrol,8.3,2018,51.0,1224.0,24,15.0,Mixed,8510.0,2459.0,706000.0,3.5,670.0,71.0,5,Chennai,True,Passenger,Medium,Kia E-Seltos,72000.0,66.0,61.0,102120.0,29508.0,131628.0,High
